budget_for,year,head_title,level_code,total_actuals,total_estimate_py,total_revised_py,total_estimate_cy,level_col,head_title_updated,level_num,min_level,display_title,category
justice,2019-20,administration of justice__null__other expenditure__translation of central laws,2014__0__800__312,80.79,103.86,107.33,91.51,level_4,administration of justice__other expenditure__translation of central laws,4,4,Administration Of Justice - Other Expenditure - Translation Of Central Laws,other expenditure - translation of central laws
justice,2020-21,administration of justice__null__other expenditure__translation of central laws,2014__0__800__312,66.53,91.51,91.51,92.88,level_4,administration of justice__other expenditure__translation of central laws,4,4,Administration Of Justice - Other Expenditure - Translation Of Central Laws,other expenditure - translation of central laws
justice,2021-22,administration of justice__null__other expenditure__translation of central laws,2014__0__800__312,70.96000000000001,92.88,92.88,0,level_4,administration of justice__other expenditure__translation of central laws,4,4,Administration Of Justice - Other Expenditure - Translation Of Central Laws,other expenditure - translation of central laws
justice,2018-19,administration of justice__null__other expenditure__legal aid to the accused under section 304 cr. p.c.,2014__0__800__1758,13.39,50,50,55,level_4,administration of justice__other expenditure__legal aid to the accused under section 304 cr. p.c.,4,4,Administration Of Justice - Other Expenditure - Legal Aid To The Accused Under Section 304 Cr. P.c.,other expenditure
justice,2019-20,administration of justice__null__other expenditure__legal aid to the accused under section 304 cr. p.c.,2014__0__800__1758,22.52,55,55,60,level_4,administration of justice__other expenditure__legal aid to the accused under section 304 cr. p.c.,4,4,Administration Of Justice - Other Expenditure - Legal Aid To The Accused Under Section 304 Cr. P.c.,other expenditure
justice,2020-21,administration of justice__null__other expenditure__legal aid to the accused under section 304 cr. p.c.,2014__0__800__1758,17.4,60,60,60.45,level_4,administration of justice__other expenditure__legal aid to the accused under section 304 cr. p.c.,4,4,Administration Of Justice - Other Expenditure - Legal Aid To The Accused Under Section 304 Cr. P.c.,other expenditure
justice,2021-22,administration of justice__null__other expenditure__legal aid to the accused under section 304 cr. p.c.,2014__0__800__1758,9.1,60.45,60.45,54.9,level_4,administration of justice__other expenditure__legal aid to the accused under section 304 cr. p.c.,4,4,Administration Of Justice - Other Expenditure - Legal Aid To The Accused Under Section 304 Cr. P.c.,other expenditure
justice,2018-19,administration of justice__null__other expenditure__upgradation of standard of administration-14th finance commission,2014__0__800__6864,0,2442,2442,3256,level_4,administration of justice__other expenditure__upgradation of standard of administration-14th finance commission,4,4,Administration Of Justice - Other Expenditure - Upgradation Of Standard Of Administration-14th Finance Commission,other expenditure
justice,2019-20,administration of justice__null__other expenditure__upgradation of standard of administration-14th finance commission,2014__0__800__6864,0,3256,3256,25,level_4,administration of justice__other expenditure__upgradation of standard of administration-14th finance commission,4,4,Administration Of Justice - Other Expenditure - Upgradation Of Standard Of Administration-14th Finance Commission,other expenditure
justice,2020-21,administration of justice__null__other expenditure__upgradation of standard of administration-14th finance commission,2014__0__800__6864,100.73,25,225,237.03,level_4,administration of justice__other expenditure__upgradation of standard of administration-14th finance commission,4,4,Administration Of Justice - Other Expenditure - Upgradation Of Standard Of Administration-14th Finance Commission,other expenditure
justice,2021-22,administration of justice__null__other expenditure__upgradation of standard of administration-14th finance commission,2014__0__800__6864,8.02,237.03,237.03,0.08,level_4,administration of justice__other expenditure__upgradation of standard of administration-14th finance commission,4,4,Administration Of Justice - Other Expenditure - Upgradation Of Standard Of Administration-14th Finance Commission,other expenditure
justice,2018-19,taxes on vehicles__null__other expenditure__motor accident claim,2041__0__800__3880,591.8,939.4486,963.9486,1023.5,level_4,taxes on vehicles__other expenditure__motor accident claim,4,4,Taxes On Vehicles - Other Expenditure - Motor Accident Claim,taxes on vehicles
justice,2019-20,taxes on vehicles__null__other expenditure__motor accident claim,2041__0__800__3880,678.75,1023.5,1062.5,1047.41,level_4,taxes on vehicles__other expenditure__motor accident claim,4,4,Taxes On Vehicles - Other Expenditure - Motor Accident Claim,taxes on vehicles
justice,2020-21,taxes on vehicles__null__other expenditure__motor accident claim,2041__0__800__3880,877.75,1047.41,1310.41,1244.98,level_4,taxes on vehicles__other expenditure__motor accident claim,4,4,Taxes On Vehicles - Other Expenditure - Motor Accident Claim,taxes on vehicles
justice,2021-22,taxes on vehicles__null__other expenditure__motor accident claim,2041__0__800__3880,936.24,1244.98,1285.98,1660.19,level_4,taxes on vehicles__other expenditure__motor accident claim,4,4,Taxes On Vehicles - Other Expenditure - Motor Accident Claim,taxes on vehicles
justice,2018-19,"labour & employment__labour__industrial relations__industrial tribunal, guwahati",2230__1__101__264,48.809999999999995,100.92,100.92,101.92,level_4,"labour & employment__labour__industrial relations__industrial tribunal, guwahati",4,4,"Labour & Employment - Labour - Industrial Relations - Industrial Tribunal, Guwahati",labour and employment - industrial tribunal
justice,2019-20,"labour & employment__labour__industrial relations__industrial tribunal, guwahati",2230__1__101__264,61.67,101.92,101.92,100.67999999999999,level_4,"labour & employment__labour__industrial relations__industrial tribunal, guwahati",4,4,"Labour & Employment - Labour - Industrial Relations - Industrial Tribunal, Guwahati",labour and employment - industrial tribunal
justice,2020-21,"labour & employment__labour__industrial relations__industrial tribunal, guwahati",2230__1__101__264,72.57000000000001,100.67999999999999,108.67999999999999,118.43,level_4,"labour & employment__labour__industrial relations__industrial tribunal, guwahati",4,4,"Labour & Employment - Labour - Industrial Relations - Industrial Tribunal, Guwahati",labour and employment - industrial tribunal
justice,2021-22,"labour & employment__labour__industrial relations__industrial tribunal, guwahati",2230__1__101__264,103.32,118.43,118.43,153.11,level_4,"labour & employment__labour__industrial relations__industrial tribunal, guwahati",4,4,"Labour & Employment - Labour - Industrial Relations - Industrial Tribunal, Guwahati",labour and employment - industrial tribunal
justice,2018-19,"labour & employment__labour__industrial relations__industrial tribunal, dibrugarh",2230__1__101__265,66.24,81.12,81.12,86.89,level_4,"labour & employment__labour__industrial relations__industrial tribunal, dibrugarh",4,4,"Labour & Employment - Labour - Industrial Relations - Industrial Tribunal, Dibrugarh",labour and employment - industrial tribunal
justice,2019-20,"labour & employment__labour__industrial relations__industrial tribunal, dibrugarh",2230__1__101__265,71.99000000000001,86.89,86.89,70.26,level_4,"labour & employment__labour__industrial relations__industrial tribunal, dibrugarh",4,4,"Labour & Employment - Labour - Industrial Relations - Industrial Tribunal, Dibrugarh",labour and employment - industrial tribunal
justice,2020-21,"labour & employment__labour__industrial relations__industrial tribunal, dibrugarh",2230__1__101__265,64.62,70.26,99.16,92.41000000000001,level_4,"labour & employment__labour__industrial relations__industrial tribunal, dibrugarh",4,4,"Labour & Employment - Labour - Industrial Relations - Industrial Tribunal, Dibrugarh",labour and employment - industrial tribunal
justice,2021-22,"labour & employment__labour__industrial relations__industrial tribunal, dibrugarh",2230__1__101__265,80.21,92.41000000000001,92.41000000000001,113.24000000000001,level_4,"labour & employment__labour__industrial relations__industrial tribunal, dibrugarh",4,4,"Labour & Employment - Labour - Industrial Relations - Industrial Tribunal, Dibrugarh",labour and employment - industrial tribunal
justice,2018-19,"labour & employment__labour__industrial relations__industrial tribunal, cachar",2230__1__101__266,53.68,76.69,76.69,61.7,level_4,"labour & employment__labour__industrial relations__industrial tribunal, cachar",4,4,"Labour & Employment - Labour - Industrial Relations - Industrial Tribunal, Cachar",labour and employment - industrial tribunal
justice,2019-20,"labour & employment__labour__industrial relations__industrial tribunal, cachar",2230__1__101__266,57.839999999999996,61.7,74.23,80.97,level_4,"labour & employment__labour__industrial relations__industrial tribunal, cachar",4,4,"Labour & Employment - Labour - Industrial Relations - Industrial Tribunal, Cachar",labour and employment - industrial tribunal
